"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.471653635E1,3.447079659E-2,-7.353451252E-1,-1.513168812E0,1.682736029E0
1.472151396E1,1.023687720E-1,-6.870868206E-1,-1.465452194E0,1.621763792E0
1.472649156E1,1.909329891E-1,-6.273703575E-1,-1.400898457E0,1.546791989E0
1.473146916E1,2.949585617E-1,-6.112310886E-1,-1.293246746E0,1.460510576E0
1.473644682E1,3.977023065E-1,-6.244370937E-1,-1.085043907E0,1.313548282E0
1.474142443E1,4.639064372E-1,-6.599624157E-1,-7.882361412E-1,1.127863372E0
1.474640182E1,5.344094634E-1,-6.943709850E-1,-4.935903549E-1,1.005671904E0
1.475137943E1,5.689297915E-1,-7.353148460E-1,-1.888799667E-1,9.487068421E-1
1.475635703E1,5.846349597E-1,-7.805519104E-1,7.575511932E-2,9.781605998E-1
1.476133463E1,6.438679099E-1,-8.063375950E-1,2.167348862E-1,1.054381436E0
1.476631224E1,6.888470054E-1,-7.743000984E-1,2.437133789E-1,1.064634703E0
1.477128984E1,7.546948195E-1,-7.055387497E-1,2.163553238E-1,1.055537221E0
1.477626729E1,8.508144617E-1,-6.310822964E-1,1.992616653E-1,1.077893930E0
1.478124489E1,9.371129274E-1,-5.363447666E-1,2.402210236E-1,1.106143068E0
1.478622250E1,1.033206582E0,-3.874707222E-1,2.720289230E-1,1.136507429E0
1.479120010E1,1.184387088E0,-2.918095589E-1,2.921085358E-1,1.254293821E0
1.479617771E1,1.280447483E0,-2.225642204E-1,3.481168747E-1,1.345461240E0
1.480115531E1,1.324477553E0,-1.698827744E-1,4.734306335E-1,1.416770098E0
1.480613276E1,1.424557924E0,-1.288061142E-1,5.961380005E-1,1.549624732E0
1.481111036E1,1.432133436E0,-1.638779640E-1,6.994571686E-1,1.602217993E0
1.481608797E1,1.365987182E0,-2.487564087E-1,8.456106186E-1,1.625686947E0
1.482106557E1,1.247267723E0,-3.525481224E-1,9.700450897E-1,1.618936202E0
1.482604318E1,1.159392476E0,-4.804108143E-1,1.132773399E0,1.690609665E0
1.483102078E1,1.078150868E0,-5.893971920E-1,1.250065804E0,1.752844220E0
1.483599823E1,9.749879241E-1,-6.941599846E-1,1.405879974E0,1.846336383E0
1.484097583E1,8.639417887E-1,-7.880141735E-1,1.595614433E0,1.978218181E0
1.484595344E1,7.231382132E-1,-8.621726036E-1,1.743055344E0,2.074731887E0
1.485093104E1,5.402331948E-1,-8.574655056E-1,1.721770287E0,1.997896874E0
1.485590864E1,4.075459540E-1,-7.951598167E-1,1.574784279E0,1.810612704E0
1.486088625E1,2.861017585E-1,-5.890588760E-1,1.464853287E0,1.604568393E0
1.486586370E1,1.356850863E-1,-2.848472595E-1,1.365717888E0,1.401689607E0
1.487084130E1,-5.357086658E-3,1.439528465E-1,1.183942795E0,1.192674164E0
1.487581891E1,-1.523205638E-1,6.695280075E-1,6.462774277E-1,9.429442298E-1
1.488079651E1,-2.557252049E-1,1.111154079E0,-6.093025208E-2,1.141828036E0
1.488577411E1,-2.781738043E-1,1.453770638E0,-7.852725983E-1,1.675554471E0
1.489075172E1,-1.818265915E-1,1.754443645E0,-1.499118805E0,2.314841378E0
1.489572916E1,-7.441753149E-2,2.111041546E0,-2.081671238E0,2.965702197E0
1.490070677E1,1.193270087E-2,2.444263458E0,-2.383504391E0,3.414038580E0
1.490568437E1,1.218677759E-1,2.681847095E0,-2.489719868E0,3.661401455E0
1.491066198E1,2.613322735E-1,2.810714722E0,-2.350924969E0,3.673589527E0
1.491563958E1,3.919887841E-1,2.884380341E0,-1.838520050E0,3.442885582E0
1.492061719E1,5.688596964E-1,2.695058823E0,-1.163523197E0,2.990105289E0
1.492559469E1,7.984517217E-1,2.388816357E0,-4.598321915E-1,2.560354347E0
1.493057229E1,1.010034919E0,2.012751579E0,3.258476257E-1,2.275415596E0
1.493554989E1,1.244810462E0,1.561199665E0,1.057783127E0,2.259602315E0
1.494052750E1,1.488165617E0,1.116149426E0,1.787506104E0,2.579845831E0
1.494550510E1,1.709385753E0,6.417779922E-1,2.719841957E0,3.275884448E0
1.495048271E1,1.813122869E0,1.803889275E-1,3.832438469E0,4.243529111E0
1.495546016E1,1.877089262E0,-2.073926926E-1,4.856771469E0,5.211017648E0
1.496043776E1,1.826241016E0,-5.639700890E-1,5.869048119E0,6.172434230E0
1.496541536E1,1.714872837E0,-9.932854176E-1,6.559728622E0,6.852550209E0
1.497039297E1,1.511863708E0,-1.320645332E0,6.640597343E0,6.937389210E0
1.497537057E1,1.197112322E0,-1.465993643E0,6.359050751E0,6.634737502E0
1.498034818E1,8.777204156E-1,-1.489718437E0,5.756068230E0,6.010156039E0
1.498532557E1,5.798969269E-1,-1.487621069E0,5.025590897E0,5.273126279E0
1.499030318E1,3.597267866E-1,-1.440092564E0,4.344469070E0,4.591043613E0
1.499528078E1,2.070308775E-1,-1.434614182E0,3.592499733E0,3.873891321E0
1.500025838E1,1.702191979E-1,-1.332881451E0,2.907755852E0,3.203215826E0
1.500523599E1,1.769614369E-1,-1.216711283E0,2.318071365E0,2.623958184E0
1.501021359E1,2.006903291E-1,-1.083982229E0,1.824869156E0,2.132004108E0
1.501519104E1,3.412440717E-1,-9.208929539E-1,1.384203911E0,1.697207063E0
1.502016864E1,5.049868822E-1,-7.304661274E-1,9.832601547E-1,1.324912467E0
1.502514625E1,7.008878589E-1,-5.785441399E-1,7.099514008E-1,1.153251102E0
1.503012385E1,9.784256816E-1,-4.785470963E-1,5.110177994E-1,1.203105702E0
1.503510146E1,1.185852408E0,-3.914856911E-1,2.759227753E-1,1.278921561E0
1.504007906E1,1.364912271E0,-3.096222878E-1,1.392269135E-2,1.399658998E0
1.504505656E1,1.520828605E0,-2.826528549E-1,-2.513818741E-1,1.567164678E0
1.505003417E1,1.581931114E0,-2.814989090E-1,-5.895957947E-1,1.711540501E0
1.505501177E1,1.578874588E0,-2.914175987E-1,-9.601826668E-1,1.870753841E0
1.505998937E1,1.606829166E0,-3.050479889E-1,-1.289053440E0,2.082453605E0
1.506496698E1,1.586335301E0,-3.603153229E-1,-1.624308586E0,2.298839969E0
1.506994458E1,1.603072286E0,-4.021105766E-1,-1.879835129E0,2.503060882E0
1.507492203E1,1.572514653E0,-4.017996788E-1,-2.108327866E0,2.660693839E0
1.507989963E1,1.479695320E0,-4.099173546E-1,-2.271403790E0,2.741679349E0
1.508487724E1,1.366758585E0,-5.370941162E-1,-2.328142643E0,2.752589197E0
1.508985484E1,1.238161683E0,-6.663982868E-1,-2.333459854E0,2.724365233E0
1.509483245E1,1.120143414E0,-8.056905270E-1,-2.222465038E0,2.615952855E0
1.509981005E1,9.904821515E-1,-9.270131588E-1,-2.116910458E0,2.514302721E0
1.510478745E1,8.177617788E-1,-1.040680170E0,-1.970955849E0,2.374113835E0
1.510976510E1,6.953428984E-1,-1.123227596E0,-1.832273483E0,2.258842203E0
1.511474271E1,6.353787184E-1,-1.119988918E0,-1.727021217E0,2.154224589E0
1.511972031E1,5.921732187E-1,-1.119730473E0,-1.688580036E0,2.110869013E0
1.512469792E1,5.704227686E-1,-1.105744123E0,-1.683350563E0,2.093256152E0
1.512967552E1,6.419456005E-1,-1.054127932E0,-1.692152500E0,2.094435469E0
1.513465297E1,7.042330503E-1,-9.673717022E-1,-1.636003971E0,2.026884603E0
1.513963057E1,7.144873142E-1,-8.770384789E-1,-1.565030098E0,1.931063910E0
1.514460818E1,7.420882583E-1,-7.927484512E-1,-1.622775555E0,1.952574094E0
1.514958578E1,7.722686529E-1,-7.241547108E-1,-1.737254143E0,2.034416593E0
1.515456338E1,7.568756342E-1,-6.234366894E-1,-1.805487633E0,2.054585025E0
1.515954099E1,6.698580384E-1,-5.243160725E-1,-1.863335133E0,2.048324914E0
1.516451844E1,5.804157257E-1,-4.460628033E-1,-1.984907627E0,2.115588033E0
1.516949604E1,5.429384708E-1,-4.074165821E-1,-2.120055676E0,2.226074240E0
1.517447364E1,5.070524216E-1,-3.529767990E-1,-2.295239925E0,2.376935231E0
1.517945125E1,4.757264853E-1,-2.584695816E-1,-2.347909927E0,2.409523447E0
1.518442885E1,4.922513366E-1,-1.714267731E-1,-2.438701153E0,2.493784640E0
1.518940646E1,5.011487007E-1,-9.156179428E-2,-2.570091248E0,2.620095915E0
1.519438385E1,4.854733646E-1,-5.456876755E-2,-2.641633511E0,2.686426947E0
1.519936146E1,5.294772387E-1,1.602411270E-2,-2.619845867E0,2.672862751E0
1.520433906E1,5.592397451E-1,4.619169235E-2,-2.576713085E0,2.637106954E0
1.520931667E1,5.509908199E-1,8.111953735E-2,-2.471433163E0,2.533407417E0
1.521429427E1,5.642461181E-1,1.111421585E-1,-2.416482449E0,2.483971354E0
1.521927187E1,5.865342021E-1,1.122961044E-1,-2.409378529E0,2.482284770E0
1.522424937E1,6.275281906E-1,2.451858521E-1,-2.347321033E0,2.442094135E0
1.522922698E1,6.733093858E-1,4.089746475E-1,-2.235074997E0,2.369845150E0
1.523420458E1,7.238041162E-1,5.054378510E-1,-2.113327503E0,2.290308485E0
1.523918219E1,7.286967039E-1,5.701351166E-1,-1.945996284E0,2.154751604E0
1.524415979E1,6.810296774E-1,6.433219910E-1,-1.773579121E0,2.005803456E0
1.524913739E1,6.283779144E-1,7.008833885E-1,-1.670156479E0,1.917164310E0
1.525411484E1,6.184192300E-1,7.762441635E-1,-1.700190544E0,1.968665851E0
1.525909245E1,5.982659459E-1,8.936257362E-1,-1.727296829E0,2.034709668E0
1.526407005E1,5.797625780E-1,1.024724007E0,-1.715822220E0,2.080920428E0
1.526904766E1,5.103220940E-1,1.119416237E0,-1.723304272E0,2.117380212E0
1.527402526E1,3.975300193E-1,1.163484573E0,-1.666028500E0,2.070598327E0
1.527900286E1,2.920469344E-1,1.212431908E0,-1.611274719E0,2.037520249E0
1.528398031E1,2.225913554E-1,1.204912663E0,-1.588199615E0,2.005926084E0
1.528895792E1,1.658487916E-1,1.270509720E0,-1.465342999E0,1.946517627E0
1.529393552E1,1.270587146E-1,1.298986435E0,-1.257143974E0,1.812159112E0
1.529891312E1,7.294264436E-2,1.268766880E0,-1.028262138E0,1.634751679E0
1.530389073E1,-2.481369674E-2,1.304108143E0,-8.073172569E-1,1.533973573E0
1.530886833E1,-9.686631709E-2,1.306385040E0,-5.581712723E-1,1.423931222E0
1.531384573E1,-1.721656919E-1,1.284755230E0,-3.356513977E-1,1.338991743E0
1.531882333E1,-2.850914896E-1,1.264930248E0,-1.944160461E-1,1.311153419E0
1.532380094E1,-3.739859164E-1,1.255705357E0,-4.543590546E-2,1.311001842E0
1.532877854E1,-3.965844512E-1,1.254264355E0,4.689502716E-2,1.316304464E0
1.533375614E1,-4.036989808E-1,1.255722523E0,1.066188812E-1,1.323321392E0
1.533873375E1,-3.950887918E-1,1.288879871E0,1.409101486E-1,1.355419546E0
1.534371120E1,-3.781961799E-1,1.335191250E0,1.470775604E-1,1.395492685E0
1.534868880E1,-3.195786476E-1,1.335189819E0,2.302379608E-1,1.392074669E0
1.535366640E1,-2.976542711E-1,1.298773289E0,4.260444641E-1,1.398900999E0
1.535864401E1,-3.352656662E-1,1.297806740E0,6.841058731E-1,1.504894098E0
1.536362161E1,-3.000785708E-1,1.265662193E0,9.419307709E-1,1.605983036E0
1.536859922E1,-2.854328454E-1,1.176060200E0,1.187561989E0,1.695550937E0
1.537357667E1,-2.955345809E-1,1.163141727E0,1.523854256E0,1.939683263E0
1.537855427E1,-3.726117611E-1,1.121088982E0,1.879181862E0,2.219685676E0
1.538353187E1,-4.924409389E-1,1.104651928E0,2.227392197E0,2.534567016E0
1.538850948E1,-6.694044471E-1,1.089556694E0,2.475375175E0,2.786165530E0
1.539348708E1,-8.654871583E-1,1.147124767E0,2.649840355E0,3.014401625E0
1.539846469E1,-1.107183218E0,1.281829834E0,2.717532158E0,3.202174797E0
1.540344213E1,-1.381084085E0,1.414622307E0,2.609204292E0,3.273606048E0
1.540841974E1,-1.621314406E0,1.582153320E0,2.281576157E0,3.215191953E0
1.541339734E1,-1.840887189E0,1.802159309E0,1.873085022E0,3.185135997E0
1.541837495E1,-2.012005806E0,1.958549023E0,1.469235420E0,3.169027352E0
1.542335255E1,-2.135311842E0,2.049817085E0,1.143681526E0,3.173218268E0
1.542833016E1,-2.254868507E0,2.196382523E0,8.575668335E-1,3.262506559E0
1.543330760E1,-2.342658758E0,2.351027012E0,6.151542664E-1,3.375469277E0
1.543828521E1,-2.346790075E0,2.404580116E0,3.990592957E-1,3.383589442E0
1.544326281E1,-2.298354626E0,2.451636791E0,3.784217834E-1,3.381739196E0
1.544824042E1,-2.153779507E0,2.366300106E0,5.405282974E-1,3.245044406E0
1.545321802E1,-1.962142706E0,2.101381302E0,9.567050934E-1,3.030031685E0
1.545819562E1,-1.750354528E0,1.654493332E0,1.631658554E0,2.909192121E0
1.546317307E1,-1.570689559E0,1.284123898E0,2.672966957E0,3.355710391E0
1.546815068E1,-1.362067580E0,7.499547005E-1,3.377443314E0,3.718169372E0
1.547312828E1,-1.062795639E0,3.045363426E-1,4.234433174E0,4.376379926E0
1.547810588E1,-8.246760368E-1,-1.619014740E-1,5.125352859E0,5.193798666E0
1.548308349E1,-5.444225073E-1,-6.441388130E-1,5.864701271E0,5.925034319E0
1.548806109E1,-3.086814582E-1,-1.012842178E0,6.398891449E0,6.485903584E0
1.549303849E1,-2.038420439E-1,-1.294471502E0,6.695961952E0,6.822984282E0
1.549801609E1,-1.617733836E-1,-1.467252731E0,6.711756706E0,6.872167001E0
1.550299370E1,-1.728130281E-1,-1.513409376E0,6.284433365E0,6.466403560E0
1.550797130E1,-2.421758771E-1,-1.486406565E0,5.503224373E0,5.705570272E0
1.551294891E1,-3.674030602E-1,-1.381690979E0,4.535938263E0,4.755921666E0
1.551792651E1,-5.211656094E-1,-1.239302635E0,3.607195854E0,3.849590439E0
1.552290396E1,-6.856439710E-1,-1.196905375E0,2.575087547E0,2.921261030E0
1.552788156E1,-7.913910151E-1,-1.104792595E0,1.730971336E0,2.200710836E0
1.553285917E1,-8.682909608E-1,-9.570374489E-1,1.083642960E0,1.686455435E0
1.553783677E1,-9.321706295E-1,-8.070731163E-1,3.880138397E-1,1.292618984E0
1.554281437E1,-9.467181563E-1,-6.147279739E-1,-3.305120468E-1,1.176181943E0
1.554779198E1,-1.037176013E0,-5.031342506E-1,-9.457240105E-1,1.491064070E0
1.555276943E1,-1.087494135E0,-4.634280205E-1,-1.403534889E0,1.835025670E0
1.555774703E1,-1.100171208E0,-3.147931099E-1,-1.867571354E0,2.190272620E0
1.556272463E1,-1.144324780E0,-1.762423515E-1,-2.206667900E0,2.491971868E0
1.556770224E1,-1.159261227E0,-7.109260559E-2,-2.387795448E0,2.655279242E0
1.557267984E1,-1.058223724E0,-2.534055710E-2,-2.528529644E0,2.741157010E0
1.557765745E1,-9.653385878E-1,-8.405303955E-2,-2.550133228E0,2.728025474E0
1.558263489E1,-8.591967821E-1,-1.798572540E-1,-2.579706669E0,2.724968668E0
1.558761250E1,-7.906535864E-1,-2.005066872E-1,-2.507068634E0,2.636423555E0
1.559259010E1,-7.269894481E-1,-4.177942276E-1,-2.192850590E0,2.347692353E0
1.559756771E1,-7.258371115E-1,-7.206664085E-1,-1.748877525E0,2.026023737E0
1.560254531E1,-7.680294514E-1,-1.024201870E0,-1.253522873E0,1.791697045E0
1.560752292E1,-8.013588190E-1,-1.329262018E0,-8.738670349E-1,1.781223474E0
1.561250036E1,-8.526532650E-1,-1.679842949E0,-4.776954651E-1,1.943471863E0
1.561747797E1,-8.742487431E-1,-2.012277603E0,-8.125782013E-2,2.195489661E0
1.562245557E1,-9.019894600E-1,-2.195927382E0,2.250213623E-1,2.384599896E0
1.562743318E1,-9.194501042E-1,-2.277090788E0,4.415712357E-1,2.495098416E0
1.563241078E1,-8.599147797E-1,-2.344750881E0,5.088357925E-1,2.548769112E0
1.563738838E1,-7.162078023E-1,-2.389247417E0,4.365081787E-1,2.532191981E0
1.564236583E1,-5.216747522E-1,-2.300076485E0,3.297901154E-1,2.381440300E0
1.564734344E1,-3.522109389E-1,-2.180041075E0,2.101640701E-1,2.218287756E0
1.565232104E1,-1.805961430E-1,-1.993270159E0,8.246040344E-2,2.003132699E0
1.565729864E1,-2.330401540E-2,-1.825411081E0,-1.492986679E-1,1.831654658E0
1.566227625E1,9.817862511E-2,-1.699889183E0,-4.971952438E-1,1.773827891E0
1.566725385E1,1.789026260E-1,-1.532545567E0,-8.679785728E-1,1.770335806E0
1.567223130E1,2.337594330E-1,-1.406656265E0,-1.202058792E0,1.865012241E0
1.567720890E1,2.010811120E-1,-1.335971594E0,-1.456691265E0,1.986756944E0
1.568218651E1,1.458438635E-1,-1.255382061E0,-1.715941906E0,2.131129085E0
1.568716411E1,1.278624535E-1,-1.200388193E0,-1.963275909E0,2.304719705E0
1.569214172E1,4.917936027E-2,-1.132184505E0,-2.155905724E0,2.435608723E0
1.569711932E1,1.316666603E-3,-1.026774406E0,-2.298719406E0,2.517613617E0
1.570209672E1,-3.038617969E-2,-9.795453548E-1,-2.492469311E0,2.678215019E0
1.570707432E1,-9.411418438E-2,-8.923368454E-1,-2.598337650E0,2.748905431E0
1.571205193E1,-1.229477525E-1,-8.993680477E-1,-2.558915615E0,2.715147908E0
1.571702953E1,-1.242486537E-1,-8.669636250E-1,-2.510539532E0,2.658923165E0
1.572200713E1,-1.674527824E-1,-8.052906990E-1,-2.383548260E0,2.521474936E0
1.572698474E1,-1.711540818E-1,-7.626848221E-1,-2.232828140E0,2.365692998E0
1.573196219E1,-1.812723875E-1,-7.825570107E-1,-2.163496971E0,2.307807249E0
1.573693979E1,-2.055512965E-1,-7.574448586E-1,-2.086802006E0,2.229510408E0
1.574191739E1,-2.228024006E-1,-6.877186298E-1,-1.990638733E0,2.117838612E0
1.574689500E1,-2.047140598E-1,-6.240375042E-1,-1.927490711E0,2.036308202E0
1.575187260E1,-2.139018774E-1,-5.595743656E-1,-1.842114449E0,1.937075921E0
1.575685021E1,-2.242942750E-1,-5.183024406E-1,-1.806300163E0,1.892528896E0
1.576182766E1,-2.719608247E-1,-4.738211632E-1,-1.800879002E0,1.881923049E0
1.576680526E1,-2.921500504E-1,-3.851914406E-1,-1.802023888E0,1.865747622E0
1.577178286E1,-3.397699893E-1,-3.215775490E-1,-1.795507431E0,1.855452155E0
1.577676042E1,-3.381625712E-1,-2.825412750E-1,-1.803081036E0,1.856147817E0
1.578173802E1,-2.872312963E-1,-2.124786377E-1,-1.858500481E0,1.892530852E0
1.578671562E1,-2.561608255E-1,-1.184134483E-1,-1.815856934E0,1.837655168E0
1.579169312E1,-1.844984144E-1,-3.842639923E-2,-1.701692104E0,1.712095871E0
1.579667073E1,-1.128783077E-1,-8.347034454E-3,-1.542432308E0,1.546579649E0
1.580164833E1,-3.167830408E-2,-1.158761978E-2,-1.409789562E0,1.410193036E0
1.580662588E1,1.824617386E-3,-1.010274887E-2,-1.183956623E0,1.184001132E0
1.581160349E1,3.339783847E-2,-7.364368439E-2,-9.605512619E-1,9.639489274E-1
1.581658109E1,4.125435650E-2,-8.991432190E-2,-8.136205673E-1,8.196126736E-1
1.582155854E1,5.155655742E-2,-1.259207726E-1,-6.856756210E-1,6.990459047E-1
1.582653614E1,9.308539331E-2,-1.315712929E-1,-5.383167267E-1,5.619259682E-1
1.583151375E1,1.133527756E-1,-9.516239166E-2,-3.857975006E-1,4.132123473E-1
1.583649130E1,1.718771756E-1,-1.102828979E-1,-2.567167282E-1,3.280359121E-1
1.584146891E1,1.848682165E-1,-1.005344391E-1,-1.269941330E-1,2.457863722E-1
1.584644651E1,2.407685816E-1,-5.885839462E-2,-3.246784210E-2,2.499759614E-1
1.585142401E1,2.798118591E-1,3.141689301E-2,7.957267761E-2,2.925978617E-1
1.585640161E1,3.380244374E-1,6.491947174E-2,2.019586563E-1,3.990768810E-1
1.586137922E1,3.936581016E-1,1.516928673E-1,2.174997330E-1,4.746404542E-1
1.586635677E1,3.987380266E-1,2.631015778E-1,1.573638916E-1,5.029690333E-1
1.587133437E1,3.767784238E-1,3.300485611E-1,1.004304886E-1,5.108623262E-1
1.587631198E1,3.995943069E-1,3.339457512E-1,2.729320526E-2,5.214789487E-1
1.588128948E1,4.218387306E-1,3.281826973E-1,-3.368282318E-2,5.355243505E-1
1.588626708E1,3.984343410E-1,3.846755028E-1,4.183292389E-2,5.554054015E-1
1.589124469E1,4.182682931E-1,3.816394806E-1,1.195192337E-1,5.786898180E-1
1.589622224E1,4.119349122E-1,3.337202072E-1,1.657514572E-1,5.554575539E-1
1.590119984E1,4.232028127E-1,3.420343399E-1,2.257022858E-1,5.890922102E-1
1.590617745E1,4.598769546E-1,3.327403069E-1,3.589334488E-1,6.715922467E-1
1.591115495E1,4.287001491E-1,3.801980019E-1,4.360456467E-1,7.200487097E-1
1.591613255E1,3.965808749E-1,4.100723267E-1,5.432796478E-1,7.877743834E-1
1.592111016E1,3.701693714E-1,4.174604416E-1,6.017093658E-1,8.205807363E-1
1.592608771E1,3.368996978E-1,4.304323196E-1,6.141624451E-1,8.221732768E-1
1.593106531E1,3.555801213E-1,4.821643829E-1,6.526412964E-1,8.859234598E-1
1.593604286E1,3.609324098E-1,5.577673912E-1,7.126054764E-1,9.742603513E-1
1.594102036E1,3.593710959E-1,6.520309448E-1,8.468923569E-1,1.127616336E0
1.594599797E1,3.456034958E-1,7.406058311E-1,1.034112930E0,1.318077511E0
1.595097557E1,3.507604003E-1,9.427719116E-1,1.329449654E0,1.667119707E0
1.595595312E1,3.777713776E-1,1.092954159E0,1.692321777E0,2.049686075E0
1.596093073E1,3.603771031E-1,1.293962955E0,1.998332977E0,2.407809476E0
1.596590833E1,3.012095094E-1,1.519769669E0,2.115774155E0,2.622389614E0
1.597088583E1,2.745144367E-1,1.694138050E0,2.039903641E0,2.665833598E0
1.597586344E1,2.345538586E-1,1.763029575E0,1.784776688E0,2.519665974E0
1.598084104E1,3.218736053E-1,1.830947876E0,1.376044273E0,2.312892255E0
1.598581859E1,4.623286426E-1,1.921088219E0,9.899377823E-1,2.210046273E0
1.599079620E1,6.566004753E-1,2.027812958E0,7.546558380E-1,2.261118088E0
1.599577380E1,8.750885129E-1,2.123469830E0,7.315177917E-1,2.410398785E0
1.600075130E1,1.037882805E0,2.072303295E0,7.834787369E-1,2.446524186E0
1.600572890E1,1.079598427E0,1.961116314E0,1.041695595E0,2.469137435E0
1.601070651E1,1.137664199E0,1.687529087E0,1.290323257E0,2.409765208E0
1.601568406E1,1.226800203E0,1.265741825E0,1.539191246E0,2.340139055E0
1.602066167E1,1.335083604E0,8.650712967E-1,1.855800629E0,2.444338878E0
1.602563927E1,1.407423496E0,4.338436127E-1,2.267301559E0,2.703648931E0
1.603061677E1,1.465048671E0,-3.419589996E-2,2.650146484E0,3.028335080E0
1.603559437E1,1.500001073E0,-4.666705132E-1,2.962455750E0,3.353196781E0
1.604057198E1,1.547118425E0,-8.510439396E-1,3.325021744E0,3.764786954E0
1.604554953E1,1.571964502E0,-1.124627829E0,3.592901230E0,4.079803843E0
1.605052713E1,1.546904802E0,-1.334844351E0,3.760045052E0,4.279329702E0
1.605550474E1,1.503986478E0,-1.469213724E0,3.825137138E0,4.364886988E0
1.606048219E1,1.400943995E0,-1.548324585E0,3.729166031E0,4.273948102E0
1.606545979E1,1.265755057E0,-1.534600973E0,3.477388382E0,4.006165994E0
1.607043739E1,1.140959382E0,-1.490083218E0,3.060216904E0,3.589855680E0
1.607541495E1,1.042820811E0,-1.406975269E0,2.475081444E0,3.032009698E0
1.608039255E1,9.185444117E-1,-1.329477549E0,1.795648575E0,2.415696213E0
1.608537016E1,7.421450019E-1,-1.243941784E0,1.214929581E0,1.890561888E0
1.609034766E1,5.984936357E-1,-1.189411879E0,7.127780914E-1,1.510280721E0
1.609532526E1,4.799748063E-1,-1.144981623E0,4.053678513E-1,1.306017544E0
1.610030286E1,3.763630986E-1,-1.081099987E0,1.962709427E-1,1.161442485E0
1.610528042E1,2.287652344E-1,-1.065944672E0,-9.238338470E-2,1.094123515E0
1.611025802E1,1.134888381E-1,-1.072127819E0,-4.969482422E-1,1.187137453E0
1.611523562E1,2.530388534E-2,-1.077449560E0,-8.405890465E-1,1.366794713E0
1.612021312E1,2.146854997E-2,-1.060113192E0,-1.075681686E0,1.510427743E0
1.612519073E1,8.509854972E-2,-1.041642666E0,-1.164105415E0,1.564417663E0
1.613016833E1,1.725442111E-1,-1.067720413E0,-1.182462692E0,1.602503168E0
1.613514588E1,2.764547169E-1,-1.057583332E0,-1.032383442E0,1.503570845E0
1.614012349E1,4.011908472E-1,-1.076777697E0,-8.618931770E-1,1.436406681E0
1.614510109E1,5.395326614E-1,-1.116330862E0,-6.658725739E-1,1.407365045E0
1.615007854E1,7.106732130E-1,-1.130984068E0,-4.442253113E-1,1.407663847E0
1.615505614E1,8.861690164E-1,-1.087689638E0,-2.159013748E-1,1.419499094E0
1.616003375E1,1.002042294E0,-1.020480871E0,1.453590393E-2,1.430273141E0
1.616501130E1,1.094226480E0,-9.728100300E-1,1.755046844E-1,1.474616166E0
1.616998890E1,1.198938966E0,-9.041686058E-1,2.623891830E-1,1.524409261E0
1.617496651E1,1.316177607E0,-8.243505955E-1,2.849531174E-1,1.578947648E0
1.617994401E1,1.378805518E0,-7.095489502E-1,2.217979431E-1,1.566447796E0
1.618492161E1,1.425153852E0,-6.291580200E-1,1.399974823E-1,1.564129985E0
1.618989922E1,1.481586218E0,-5.901858807E-1,5.146503448E-2,1.595639604E0
1.619487677E1,1.510041118E0,-5.377020836E-1,-7.243824005E-2,1.604554457E0
1.619985437E1,1.467532396E0,-4.884285927E-1,-1.814546585E-1,1.557285978E0
1.620483198E1,1.423758030E0,-4.587473869E-1,-2.829885483E-1,1.522372691E0
1.620980943E1,1.381401539E0,-4.246091843E-1,-3.747282028E-1,1.492978365E0
1.621478703E1,1.288025141E0,-4.411253929E-1,-4.351263046E-1,1.429312869E0
1.621976463E1,1.143892646E0,-4.413676262E-1,-4.928798676E-1,1.321448573E0
1.622474219E1,1.009172916E0,-4.494504929E-1,-5.766315460E-1,1.246169997E0
1.622971979E1,8.527013063E-1,-4.341530800E-1,-7.079381943E-1,1.190279338E0
1.623469739E1,7.337927818E-1,-4.528298378E-1,-8.939394951E-1,1.242028393E0
1.623967489E1,6.188384295E-1,-3.881144524E-1,-1.034124851E0,1.266099537E0
1.624465250E1,5.487868786E-1,-3.455753326E-1,-1.075829983E0,1.256184501E0
1.624963010E1,4.753874540E-1,-3.713631630E-1,-1.116873741E0,1.269374170E0
1.625460766E1,3.265458047E-1,-4.034948349E-1,-1.164258957E0,1.274731016E0
1.625958526E1,1.811046004E-1,-4.517540932E-1,-1.260915279E0,1.351587207E0
1.626456286E1,7.234853506E-2,-4.277286530E-1,-1.421055317E0,1.485794173E0
1.626954036E1,-2.897417545E-2,-4.054121971E-1,-1.711700916E0,1.759294910E0
1.627451797E1,-1.070838571E-1,-4.081277847E-1,-2.025292873E0,2.068778979E0
1.627949552E1,-1.961635500E-1,-4.000954628E-1,-2.177479267E0,2.222604885E0
1.628447312E1,-2.959952354E-1,-4.125576019E-1,-2.292815685E0,2.348365542E0
1.628945073E1,-3.635487556E-1,-4.671010971E-1,-2.385657310E0,2.457989409E0
1.629442833E1,-4.421997368E-1,-4.747858047E-1,-2.578228474E0,2.658613216E0
1.629940583E1,-4.604313672E-1,-4.422059059E-1,-2.801345825E0,2.873165770E0
1.630438344E1,-4.539553821E-1,-4.097218513E-1,-2.909229755E0,2.972804274E0
1.630936099E1,-4.939594269E-1,-3.650598526E-1,-2.897430897E0,2.961818768E0
