"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.385543176E0,7.791382074E-1,2.370452881E-2,-7.944965363E-2,7.835371711E-1
9.390520780E0,6.757663488E-1,7.999944687E-2,-1.413345337E-1,6.950075684E-1
9.395498384E0,6.250955462E-1,1.261224747E-1,-2.124595642E-1,6.721535442E-1
9.400475936E0,5.760443807E-1,1.982817650E-1,-3.122129440E-1,6.845580394E-1
9.405453540E0,5.426670909E-1,3.277072906E-1,-3.665132523E-1,7.322647089E-1
9.410431092E0,5.824677944E-1,4.164958000E-1,-3.874826431E-1,8.141746015E-1
9.415408696E0,6.019562483E-1,5.080180168E-1,-4.183664322E-1,8.918879424E-1
9.420386301E0,6.057664752E-1,5.954108238E-1,-3.851604462E-1,9.326390732E-1
9.425363905E0,6.177569628E-1,5.878973007E-1,-2.904138565E-1,9.008812959E-1
9.430341509E0,6.193255782E-1,6.052441597E-1,-8.867359161E-2,8.704870306E-1
9.435319113E0,5.631957650E-1,6.088962555E-1,2.368745804E-1,8.625854662E-1
9.440296665E0,4.783213735E-1,5.626893044E-1,4.541664124E-1,8.669934946E-1
9.445274269E0,4.079911113E-1,5.502095222E-1,6.041402817E-1,9.133305783E-1
9.450251873E0,3.067284822E-1,5.907053947E-1,7.681522369E-1,1.016402029E0
9.455229478E0,1.890013218E-1,6.360855103E-1,9.510622025E-1,1.159674777E0
9.460207030E0,4.075217247E-2,8.677959442E-1,1.112397194E0,1.411438294E0
9.465184634E0,-7.825064659E-2,1.201630116E0,1.199649811E0,1.699764033E0
9.470162186E0,-2.542878389E-1,1.623171806E0,1.126735687E0,1.992205393E0
9.475139790E0,-4.234509468E-1,2.015985489E0,7.593240738E-1,2.195468343E0
9.480117394E0,-5.461797714E-1,2.359941483E0,2.429046631E-1,2.434468899E0
9.485094998E0,-5.233325958E-1,2.484024048E0,-3.154354095E-1,2.558075834E0
9.490072603E0,-4.163033962E-1,2.548057079E0,-8.041868210E-1,2.704185615E0
9.495050207E0,-2.967995405E-1,2.687612534E0,-1.092530251E0,2.916328762E0
9.500027759E0,-1.419175863E-1,2.885459900E0,-1.198194027E0,3.127569082E0
9.505005363E0,3.025078773E-2,3.019006252E0,-1.131655693E0,3.224276426E0
9.509982967E0,2.162774205E-1,2.977546215E0,-7.859516144E-1,3.087114725E0
9.514960571E0,3.393682241E-1,2.709234238E0,-1.971139908E-1,2.737512534E0
9.519938123E0,4.137302041E-1,2.223577499E0,5.849838257E-1,2.336166872E0
9.524915728E0,5.509656668E-1,1.575395584E0,1.343061447E0,2.142253128E0
9.529893280E0,8.019570708E-1,8.455514908E-1,2.073074341E0,2.378177809E0
9.534870884E0,1.124263525E0,1.000013351E-1,2.929103851E0,3.139047326E0
9.539848488E0,1.405605435E0,-6.637513638E-1,3.962654114E0,4.256632488E0
9.544826092E0,1.564734936E0,-1.331880093E0,5.036394119E0,5.439445351E0
9.549803696E0,1.611221552E0,-1.932261825E0,6.039443970E0,6.542518942E0
9.554781301E0,1.515730381E0,-2.468678951E0,6.774603844E0,7.367976085E0
9.559758853E0,1.163853884E0,-2.973399401E0,7.216747284E0,7.891584202E0
9.564736457E0,7.534338236E-1,-3.339792728E0,7.259057045E0,8.025944628E0
9.569714061E0,3.173781037E-1,-3.534645796E0,6.906908035E0,7.765296412E0
9.574691665E0,-8.035826683E-2,-3.557199240E0,6.349458694E0,7.278444174E0
9.579669217E0,-3.858370781E-1,-3.539753914E0,5.516906738E0,6.566200422E0
9.584646821E0,-5.778759718E-1,-3.360570669E0,4.528636932E0,5.668855998E0
9.589624373E0,-6.559591293E-1,-3.009410381E0,3.577936172E0,4.721065608E0
9.594601978E0,-5.579699278E-1,-2.650051832E0,2.685765266E0,3.814110672E0
9.599579582E0,-3.784915209E-1,-2.299765587E0,1.873239517E0,2.990184589E0
9.604557186E0,-8.483076096E-2,-1.886489511E0,1.123032570E0,2.197098333E0
9.609534738E0,2.691975236E-1,-1.515619636E0,3.509283066E-1,1.578835287E0
9.614512342E0,6.705654263E-1,-1.191459775E0,-2.641630173E-1,1.392485722E0
9.619489894E0,1.100504279E0,-8.516740799E-1,-6.103191376E-1,1.519522246E0
9.624467498E0,1.483516932E0,-5.421640873E-1,-7.359170914E-1,1.742509211E0
9.629445103E0,1.806358814E0,-3.618767262E-1,-7.514457703E-1,1.989612444E0
9.634422707E0,2.165025473E0,-2.302854061E-1,-8.176536560E-1,2.325709390E0
9.639400311E0,2.425173759E0,-1.867880821E-1,-8.630590439E-1,2.580935579E0
9.644377915E0,2.636071205E0,-1.989369392E-1,-9.216470718E-1,2.799621515E0
9.649355467E0,2.886968136E0,-2.323863506E-1,-9.315462112E-1,3.042427777E0
9.654333071E0,3.024740458E0,-2.392888069E-1,-7.852430344E-1,3.134153888E0
9.659310676E0,3.049235344E0,-2.949392796E-1,-5.927000046E-1,3.120275414E0
9.664288280E0,2.962023735E0,-4.030869007E-1,-4.636392593E-1,3.025066118E0
9.669265884E0,2.809335470E0,-5.962717533E-1,-4.071655273E-1,2.900636060E0
9.674243488E0,2.562749386E0,-6.964204311E-1,-3.797674179E-1,2.682705560E0
9.679221040E0,2.340080738E0,-7.598924637E-1,-4.816131592E-1,2.507063153E0
9.684198644E0,2.120116711E0,-8.736085892E-1,-5.760641098E-1,2.364304695E0
9.689176248E0,1.891665816E0,-9.617102146E-1,-7.395572662E-1,2.247271912E0
9.694153853E0,1.713584542E0,-1.055647016E0,-8.667144775E-1,2.191336713E0
9.699131405E0,1.573600411E0,-1.040844321E0,-8.689985275E-1,2.077193683E0
9.704109009E0,1.467389345E0,-1.046913385E0,-7.584133148E-1,1.955620076E0
9.709086561E0,1.417052507E0,-1.052281380E0,-6.953649521E-1,1.897067824E0
9.714064165E0,1.358646393E0,-9.588263035E-1,-6.582298279E-1,1.788444689E0
9.719041769E0,1.319164395E0,-8.431642056E-1,-6.134624481E-1,1.681504313E0
9.724019373E0,1.323040485E0,-7.625613213E-1,-6.591901779E-1,1.663270148E0
9.728996926E0,1.315982819E0,-6.405110359E-1,-6.971292496E-1,1.621127495E0
9.733974530E0,1.274315834E0,-5.152480602E-1,-7.727689743E-1,1.576874534E0
9.738952082E0,1.199910879E0,-3.721816540E-1,-1.012980461E0,1.613826111E0
9.743929686E0,1.223955035E0,-2.108814716E-1,-1.295712948E0,1.794828395E0
9.748907290E0,1.260671854E0,-6.697201729E-2,-1.467848301E0,1.936067512E0
9.753884894E0,1.341347694E0,1.030101776E-1,-1.591832638E0,2.084167911E0
9.758862498E0,1.472444534E0,2.558872700E-1,-1.765840054E0,2.313387623E0
9.763840103E0,1.608006954E0,3.556683064E-1,-1.918024063E0,2.528043238E0
9.768817655E0,1.735940695E0,3.880896568E-1,-1.964690208E0,2.650304000E0
9.773795259E0,1.784505844E0,4.654529095E-1,-1.927432060E0,2.667602269E0
9.778772863E0,1.753561974E0,4.796848297E-1,-1.952206135E0,2.667618024E0
9.783750467E0,1.698129892E0,4.211812019E-1,-1.928852081E0,2.604133078E0
9.788728019E0,1.671034098E0,3.571000099E-1,-1.919648647E0,2.570005117E0
9.793705623E0,1.579143047E0,2.491872311E-1,-1.881504536E0,2.468976784E0
9.798683176E0,1.454235315E0,1.932380199E-1,-1.871849060E0,2.378226269E0
9.803660780E0,1.406565189E0,1.679797173E-1,-1.893129826E0,2.364441446E0
9.808638384E0,1.371796608E0,1.545345783E-1,-1.947765350E0,2.387361877E0
9.813615988E0,1.280960798E0,1.555151939E-1,-1.952022076E0,2.339964898E0
9.818593592E0,1.227502108E0,1.758835316E-1,-1.973007679E0,2.330333826E0
9.823571196E0,1.213475466E0,2.420735359E-1,-2.099283218E0,2.436824231E0
9.828548748E0,1.171478033E0,3.327486515E-1,-2.189660549E0,2.505533031E0
9.833526353E0,1.132298946E0,3.903720379E-1,-2.268105507E0,2.564915948E0
9.838503957E0,1.122359395E0,4.601635933E-1,-2.234055519E0,2.542133987E0
9.843481561E0,1.124840498E0,5.491926670E-1,-2.243135452E0,2.568761450E0
9.848459113E0,1.117686033E0,6.504118443E-1,-2.271449566E0,2.613759891E0
9.853436717E0,1.119664431E0,7.179806232E-1,-2.247110844E0,2.611254824E0
9.858414269E0,1.109705448E0,7.709305286E-1,-2.110296726E0,2.505819693E0
9.863391873E0,1.083592176E0,8.568434715E-1,-1.930403233E0,2.373775343E0
9.868369478E0,9.959608316E-1,9.396305084E-1,-1.831838608E0,2.287023427E0
9.873347082E0,8.735838532E-1,1.024130821E0,-1.764246464E0,2.219134577E0
9.878324634E0,7.097378373E-1,1.074405193E0,-1.710793972E0,2.141235702E0
9.883302238E0,5.375409126E-1,1.107473135E0,-1.705052853E0,2.103010273E0
9.888279790E0,3.702026606E-1,1.113757372E0,-1.787710667E0,2.138554400E0
9.893257394E0,2.194789648E-1,1.162648439E0,-1.815113068E0,2.166692839E0
9.898234998E0,1.239972115E-1,1.263728380E0,-1.696404934E0,2.119003168E0
9.903212603E0,3.598201275E-2,1.364065886E0,-1.603946209E0,2.105852295E0
9.908190207E0,-6.626337767E-2,1.489916563E0,-1.523340702E0,2.131855787E0
9.913167811E0,-1.325064898E-1,1.622100592E0,-1.447393417E0,2.178007347E0
9.918145363E0,-2.606469989E-1,1.736756086E0,-1.378493786E0,2.232600206E0
9.923122967E0,-3.650764823E-1,1.783767939E0,-1.376524448E0,2.282526770E0
9.928100571E0,-4.057781696E-1,1.875898600E0,-1.364963055E0,2.355159362E0
9.933078176E0,-4.900954366E-1,1.979620695E0,-1.214605331E0,2.373680211E0
9.938055728E0,-5.724534988E-1,2.068811417E0,-1.069234848E0,2.398113185E0
9.943033332E0,-6.408270597E-1,2.169760466E0,-8.857631683E-1,2.429628817E0
9.948010884E0,-7.526166439E-1,2.095724344E0,-6.785526276E-1,2.327858674E0
9.952988488E0,-8.339030743E-1,2.043232918E0,-4.859809875E-1,2.259728438E0
9.957966092E0,-8.964103460E-1,2.064972401E0,-2.075471878E-1,2.260694221E0
9.962943696E0,-9.684872627E-1,2.046069860E0,4.181480408E-2,2.264093180E0
9.967921248E0,-9.899251461E-1,2.039562225E0,3.123054504E-1,2.288514925E0
9.972898853E0,-1.067953110E0,1.954718113E0,5.727767944E-1,2.299895650E0
9.977876405E0,-1.207558393E0,1.846581221E0,8.495588303E-1,2.364277836E0
9.982854009E0,-1.355591774E0,1.731779575E0,1.125973701E0,2.470729919E0
9.987831613E0,-1.451666594E0,1.648185968E0,1.454849243E0,2.634471333E0
9.992809217E0,-1.507618904E0,1.583848953E0,1.678218842E0,2.756430798E0
9.997786821E0,-1.564319372E0,1.591283083E0,1.856053352E0,2.902449137E0
1.000276443E1,-1.707932115E0,1.636536837E0,2.089018822E0,3.155833418E0
1.000774198E1,-1.916235089E0,1.589953184E0,2.336579323E0,3.414602609E0
1.001271958E1,-2.125080585E0,1.597448349E0,2.443211555E0,3.610691267E0
1.001769719E1,-2.414195538E0,1.752228737E0,2.449706078E0,3.860013667E0
1.002267479E1,-2.597093105E0,1.985303164E0,2.473215103E0,4.099160182E0
1.002765234E1,-2.742747307E0,2.165820360E0,2.429769516E0,4.256432840E0
1.003262995E1,-2.801995277E0,2.249439240E0,2.235253334E0,4.231726822E0
1.003760750E1,-2.832358599E0,2.246305227E0,1.944448471E0,4.104756054E0
1.004258510E1,-2.802261829E0,2.243277311E0,1.734068871E0,3.986472037E0
1.004756271E1,-2.753098249E0,2.269843578E0,1.728057861E0,3.964583687E0
1.005254031E1,-2.582242012E0,2.315008879E0,1.772653580E0,3.894809447E0
1.005751786E1,-2.387706518E0,2.305730581E0,1.967915535E0,3.858785752E0
1.006249547E1,-2.158811092E0,2.118432999E0,2.385328293E0,3.852014378E0
1.006747302E1,-2.009163857E0,1.834838152E0,3.022364616E0,4.066701159E0
1.007245062E1,-1.953720927E0,1.477966785E0,3.814743996E0,4.533616992E0
1.007742823E1,-1.837445974E0,9.586405754E-1,4.624021530E0,5.067225530E0
1.008240583E1,-1.766942859E0,3.210895061E-1,5.412542343E0,5.702701128E0
1.008738344E1,-1.714884162E0,-4.218690395E-1,6.197764397E0,6.444461552E0
1.009236104E1,-1.616523981E0,-1.145173311E0,6.791302681E0,7.074345468E0
1.009733859E1,-1.660342932E0,-1.791134238E0,7.308950424E0,7.706208978E0
1.010231620E1,-1.711401701E0,-2.356905460E0,7.665294647E0,8.200039095E0
1.010729380E1,-1.724467516E0,-2.712082624E0,7.719644547E0,8.361943094E0
1.011227141E1,-1.748096466E0,-2.900458097E0,7.517860413E0,8.245406213E0
1.011724890E1,-1.745260835E0,-3.056788683E0,7.098522186E0,7.923314310E0
1.012222656E1,-1.758730769E0,-3.133702278E0,6.442609787E0,7.377021401E0
1.012720411E1,-1.749593139E0,-3.083513260E0,5.741584778E0,6.747957168E0
1.013218172E1,-1.721289992E0,-2.937279463E0,5.016825676E0,6.062919243E0
1.013715932E1,-1.626495361E0,-2.811999798E0,4.234694481E0,5.337177847E0
1.014213693E1,-1.487380624E0,-2.620854378E0,3.509840965E0,4.626030954E0
1.014711448E1,-1.330151677E0,-2.468383074E0,2.839605331E0,3.990686272E0
1.015209208E1,-1.171273828E0,-2.303731918E0,2.183148384E0,3.383075523E0
1.015706963E1,-9.936615229E-1,-2.070933819E0,1.523501396E0,2.756299441E0
1.016204724E1,-8.254387379E-1,-1.802528620E0,9.011383057E-1,2.177730190E0
1.016702484E1,-6.636258364E-1,-1.574154615E0,3.014688492E-1,1.734717692E0
1.017200245E1,-5.267053843E-1,-1.341599703E0,-2.638101578E-1,1.465231765E0
1.017698000E1,-3.955038786E-1,-1.113256931E0,-8.549251556E-1,1.458307696E0
1.018195760E1,-2.192554474E-1,-9.361813068E-1,-1.345233440E0,1.653529981E0
1.018693516E1,-1.437320709E-1,-7.495896816E-1,-1.797348022E0,1.952691351E0
1.019191276E1,-1.353859901E-1,-5.961074829E-1,-2.158871174E0,2.243746475E0
1.019689036E1,-1.584439278E-1,-5.212907791E-1,-2.458636284E0,2.518281345E0
1.020186797E1,-2.753491402E-1,-5.082523823E-1,-2.763792038E0,2.823594174E0
1.020684557E1,-3.741080761E-1,-4.945628643E-1,-2.957253933E0,3.021572455E0
1.021182318E1,-4.096597433E-1,-5.874531269E-1,-3.103981495E0,3.185533456E0
1.021680073E1,-4.132663012E-1,-7.360665798E-1,-3.144419670E0,3.255757686E0
1.022177833E1,-4.921458960E-1,-8.493812084E-1,-2.961428642E0,3.119890322E0
1.022675594E1,-5.857514143E-1,-9.543855190E-1,-2.648298740E0,2.875316097E0
1.023173354E1,-6.359615326E-1,-1.161937237E0,-2.276606083E0,2.633909731E0
1.023671109E1,-6.715916395E-1,-1.350719810E0,-1.937061787E0,2.455134966E0
1.024168870E1,-6.879860163E-1,-1.480837226E0,-1.638950825E0,2.313517550E0
1.024666625E1,-6.777771711E-1,-1.608012676E0,-1.377192974E0,2.223004082E0
1.025164385E1,-6.577471495E-1,-1.697301626E0,-1.117921829E0,2.136167910E0
1.025662146E1,-6.188102961E-1,-1.771021962E0,-9.686088562E-1,2.111314304E0
1.026159906E1,-5.611388683E-1,-1.848842859E0,-8.787145615E-1,2.122554128E0
1.026657661E1,-4.728622437E-1,-1.816123962E0,-8.385314941E-1,2.055490213E0
1.027155422E1,-3.992900848E-1,-1.785573840E0,-8.694591522E-1,2.025750658E0
1.027653177E1,-2.999814749E-1,-1.745347261E0,-9.235448837E-1,1.997288437E0
1.028150937E1,-1.825248003E-1,-1.702650785E0,-1.058213234E0,2.012995342E0
1.028648698E1,-9.707689285E-2,-1.561783791E0,-1.223096848E0,1.986091244E0
1.029146458E1,-1.733064651E-2,-1.413526535E0,-1.411065102E0,1.997363847E0
1.029644213E1,5.673789978E-2,-1.233526111E0,-1.686823845E0,2.090497677E0
1.030141974E1,8.165323734E-2,-1.052411795E0,-1.945215225E0,2.213165179E0
1.030639729E1,1.027776003E-1,-9.319863319E-1,-2.119423389E0,2.317567100E0
1.031137489E1,1.683931351E-1,-8.262968063E-1,-2.279023170E0,2.430034829E0
1.031635250E1,1.855763197E-1,-6.893374920E-1,-2.414594173E0,2.517913773E0
1.032133010E1,1.836504340E-1,-5.881831646E-1,-2.492589951E0,2.567623722E0
1.032630766E1,1.826251149E-1,-4.575965405E-1,-2.537124634E0,2.584520833E0
1.033128526E1,1.947268248E-1,-3.952317238E-1,-2.596246719E0,2.633367365E0
1.033626281E1,2.462772727E-1,-3.024041653E-1,-2.650998592E0,2.679532480E0
1.034124042E1,2.493953705E-1,-2.074565887E-1,-2.622519016E0,2.642506817E0
1.034621802E1,2.312515974E-1,-1.415030956E-1,-2.503659248E0,2.518295070E0
1.035119562E1,1.732597351E-1,-1.211416721E-1,-2.397410393E0,2.406713700E0
1.035617323E1,1.116726995E-1,-1.153438091E-1,-2.301291466E0,2.306884782E0
1.036115083E1,4.410648346E-2,-8.094191551E-2,-2.256000042E0,2.257882452E0
1.036612838E1,-4.453074932E-2,-8.984184265E-2,-2.232814312E0,2.235064719E0
1.037110599E1,-1.309891939E-1,-1.138222218E-1,-2.166979790E0,2.173916989E0
1.037608359E1,-2.133908272E-1,-9.588861465E-2,-2.017763615E0,2.031280452E0
1.038106120E1,-2.492415905E-1,-1.516797543E-1,-1.847254753E0,1.870154604E0
1.038603875E1,-2.941235304E-1,-1.888511181E-1,-1.671880245E0,1.708027210E0
1.039101635E1,-3.247466087E-1,-2.031869888E-1,-1.541759491E0,1.588637039E0
1.039599391E1,-3.129937649E-1,-2.070107460E-1,-1.502235413E0,1.548395873E0
1.040097151E1,-2.451127768E-1,-2.218413353E-1,-1.522170544E0,1.557657541E0
1.040594911E1,-1.643288136E-1,-1.305060387E-1,-1.448354244E0,1.463477298E0
1.041092672E1,-1.062545776E-1,-8.862733841E-2,-1.300017834E0,1.307360397E0
1.041590427E1,-6.582832336E-2,-6.992888451E-2,-1.192022800E0,1.195885351E0
1.042088187E1,-1.874077320E-2,-4.548311234E-2,-1.155445099E0,1.156491810E0
1.042585943E1,3.981316090E-2,-2.702474594E-2,-1.147213459E0,1.148222167E0
1.043083703E1,3.150999546E-2,1.208257675E-2,-1.095551491E0,1.096071137E0
1.043581463E1,5.968332291E-2,2.404141426E-2,-1.022027969E0,1.024051395E0
1.044079224E1,3.291893005E-2,3.302621841E-2,-1.053606510E0,1.054637884E0
1.044576979E1,1.558279991E-2,3.914833069E-2,-1.053862572E0,1.054704573E0
1.045074739E1,3.180623055E-3,5.902361870E-2,-9.677138329E-1,9.695173883E-1
1.045572495E1,1.739835739E-2,9.273743629E-2,-8.598814011E-1,8.650427497E-1
1.046070255E1,5.337107182E-2,1.279966831E-1,-7.111301422E-1,7.245258459E-1
1.046568016E1,7.323276997E-2,1.334509850E-1,-5.644168854E-1,5.845841466E-1
1.047065776E1,5.054235458E-2,1.282799244E-1,-5.226278305E-1,5.405091283E-1
1.047563536E1,7.305383682E-2,1.675209999E-1,-5.067777634E-1,5.387242801E-1
1.048061297E1,6.862580776E-2,2.271404266E-1,-4.929180145E-1,5.470561616E-1
1.048559052E1,3.460848331E-2,2.351353168E-1,-4.762105942E-1,5.322244774E-1
1.049056812E1,1.918911934E-3,2.680122852E-1,-4.949121475E-1,5.628252846E-1
1.049554573E1,8.209586143E-3,3.260228634E-1,-6.065855026E-1,6.886975220E-1
1.050052333E1,1.961040497E-2,3.881204128E-1,-6.941328049E-1,7.955139054E-1
1.050550088E1,6.949067116E-2,4.307253361E-1,-7.075004578E-1,8.312100614E-1
1.051047849E1,1.268366575E-1,4.566087723E-1,-6.875801086E-1,8.350721612E-1
1.051545604E1,2.179082036E-1,4.513671398E-1,-6.176424026E-1,7.954234204E-1
1.052043364E1,3.378978968E-1,4.126291275E-1,-4.738092422E-1,7.133953907E-1
1.052541125E1,4.535155296E-1,3.379144669E-1,-1.986598969E-1,5.994399696E-1
1.053038885E1,5.101950765E-1,2.557389736E-1,1.001501083E-1,5.794234055E-1
1.053536641E1,5.279627442E-1,1.756567955E-1,3.987884521E-1,6.845671616E-1
1.054034401E1,4.999095201E-1,1.386499405E-2,6.255397797E-1,8.008756348E-1
1.054532156E1,4.000684023E-1,-9.787583351E-2,7.470130920E-1,8.530316319E-1
1.055029916E1,3.072962761E-1,-1.928513050E-1,8.636808395E-1,9.367855783E-1
1.055527677E1,1.853179932E-1,-2.781136036E-1,9.467267990E-1,1.003982852E0
1.056025437E1,1.217615604E-2,-4.015030861E-1,1.075085640E0,1.147676836E0
1.056523193E1,-1.381647587E-1,-4.291262627E-1,1.229592323E0,1.309632060E0
1.057020953E1,-1.963790655E-1,-2.799432278E-1,1.427056313E0,1.467454486E0
1.057518708E1,-2.772531509E-1,1.936006546E-2,1.610099792E0,1.633911094E0
1.058016469E1,-2.799218893E-1,4.066228867E-1,1.730834007E0,1.799856882E0
1.058514229E1,-2.168490887E-1,8.197064400E-1,1.786826134E0,1.977799233E0
1.059011989E1,-1.457626224E-1,1.225309849E0,1.749325752E0,2.140740889E0
1.059509745E1,-5.080235004E-2,1.559488297E0,1.560637474E0,2.206847061E0
1.060007505E1,1.318616271E-1,1.739855766E0,1.258554459E0,2.151382091E0
1.060505260E1,3.372286558E-1,1.878036022E0,1.038713455E0,2.172479714E0
1.061003021E1,5.297768116E-1,1.985135078E0,9.481773376E-1,2.262844452E0
1.061500781E1,6.195249557E-1,2.095621109E0,1.122785568E0,2.456844813E0
1.061998542E1,5.635185242E-1,2.164243698E0,1.576661110E0,2.736304838E0
1.062496297E1,5.679730177E-1,2.045390606E0,2.182719231E0,3.044746183E0
1.062994057E1,6.146906614E-1,1.730167389E0,2.572161674E0,3.160275223E0
1.063491812E1,7.083250880E-1,1.235515118E0,2.895998001E0,3.227232012E0
1.063989573E1,8.831838369E-1,7.235474586E-1,3.444271088E0,3.628572438E0
1.064487333E1,1.111640096E0,1.761193275E-1,4.050016403E0,4.203497899E0
1.064985094E1,1.324795008E0,-3.677790165E-1,4.537003517E0,4.740753541E0
1.065482849E1,1.491041303E0,-7.759230137E-1,4.891833305E0,5.172551960E0
1.065980609E1,1.552023649E0,-1.064772606E0,5.153797150E0,5.486724266E0
1.066478364E1,1.539715886E0,-1.312758207E0,5.299759865E0,5.672875263E0
1.066976125E1,1.426145196E0,-1.529003620E0,5.352119446E0,5.746035568E0
1.067473885E1,1.317532778E0,-1.717710257E0,5.321218491E0,5.744718215E0
1.067971646E1,1.161995173E0,-1.859217167E0,5.174331665E0,5.619664530E0
1.068469401E1,1.046475649E0,-1.968792439E0,4.787426949E0,5.281165756E0
1.068967161E1,9.119594097E-1,-2.010416985E0,4.117539406E0,4.671999270E0
1.069464917E1,8.670231104E-1,-1.997821808E0,3.324916840E0,3.974681502E0
1.069962677E1,8.631314039E-1,-1.920202255E0,2.535944939E0,3.295935262E0
1.070460437E1,8.267438412E-1,-1.742792368E0,1.891285896E0,2.701442755E0
1.070958198E1,7.803319693E-1,-1.636537552E0,1.337613106E0,2.253082768E0
1.071455953E1,7.371528745E-1,-1.535193443E0,8.957862854E-1,1.924226166E0
1.071953713E1,6.123732328E-1,-1.415538549E0,5.697956085E-1,1.644207224E0
1.072451469E1,5.078270435E-1,-1.379451513E0,3.232269287E-1,1.505074892E0
1.072949229E1,4.942879677E-1,-1.351634502E0,1.412057877E-1,1.446089727E0
1.073446989E1,4.719176590E-1,-1.362357378E0,1.609134674E-2,1.441867828E0
1.073944750E1,4.748091698E-1,-1.324934006E0,-1.266183853E-1,1.413126351E0
1.074442505E1,5.298312306E-1,-1.308341265E0,-1.866693497E-1,1.423841088E0
1.074940266E1,6.325987577E-1,-1.276285410E0,-2.409505844E-1,1.444694715E0
1.075438021E1,8.049854040E-1,-1.276579142E0,-3.373899460E-1,1.546443591E0
1.075935781E1,9.703103900E-1,-1.197009087E0,-3.203372955E-1,1.573832580E0
1.076433542E1,1.111714363E0,-1.102822781E0,-3.093233109E-1,1.596185397E0
1.076931302E1,1.223908067E0,-1.035500288E0,-2.752771378E-1,1.626649718E0
1.077429062E1,1.330623388E0,-9.382712841E-1,-2.896814346E-1,1.653731217E0
1.077926823E1,1.419261217E0,-8.235051632E-1,-3.738479614E-1,1.682921702E0
1.078424578E1,1.455820799E0,-7.466659546E-1,-4.628982544E-1,1.700352622E0
1.078922338E1,1.504370809E0,-6.196882725E-1,-5.996465683E-1,1.733989934E0
1.079420099E1,1.547739506E0,-4.577705860E-1,-7.094726562E-1,1.763066345E0
1.079917859E1,1.600226402E0,-2.921047211E-1,-8.019523621E-1,1.813608915E0
1.080415614E1,1.668775320E0,-1.900081635E-1,-9.582815170E-1,1.933705675E0
1.080913375E1,1.683946729E0,-5.101203918E-2,-1.120902538E0,2.023536833E0
1.081411130E1,1.701650739E0,5.798244476E-2,-1.244404793E0,2.108914529E0
1.081908891E1,1.724677682E0,7.286691666E-2,-1.427158356E0,2.239777593E0
1.082406651E1,1.671826601E0,1.900300980E-1,-1.633244038E0,2.344909744E0
1.082904411E1,1.531489015E0,2.160468102E-1,-1.831790924E0,2.397413776E0
1.083402166E1,1.457441807E0,1.226801872E-1,-2.025395393E0,2.498282119E0
1.083899927E1,1.310812950E0,1.400747299E-1,-2.199886322E0,2.564634740E0
1.084397682E1,1.125887990E0,1.080188751E-1,-2.250147343E0,2.518423099E0
